SalePrice,YearBuilt,YrSold,MonthSold,Size(sqf),Floor,HallwayType,HeatingType,AptManageType,N_Parkinglot,N_APT,N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_SchoolNearBy
57964.00,1992,2010,6,576,10,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
161946.00,2008,2010,6,829,19,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
74256.00,2005,2010,6,572,3,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
194690.00,1993,2010,6,2337,21,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
169911.00,1986,2010,6,1313,4,terraced,central_heating,management_in_trust,713,7,1,1,0,6
162831.00,1986,2010,6,1377,2,terraced,central_heating,management_in_trust,713,7,1,1,0,6
193805.00,2007,2010,6,868,7,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
104867.00,1978,2010,6,871,6,corridor,individual_heating,self_management,87,2,2,1,1,11
190265.00,2007,2010,6,868,4,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
182300.00,1986,2010,6,1377,7,terraced,central_heating,management_in_trust,713,7,1,1,0,6
75221.00,1997,2010,7,644,4,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
199115.00,2009,2010,7,1160,2,terraced,individual_heating,management_in_trust,25,1,1,0,0,5
190265.00,2006,2010,7,910,6,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
179646.00,2006,2010,7,910,1,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
200000.00,2006,2010,7,914,16,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
287610.00,2006,2010,7,2056,17,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
193805.00,2007,2010,7,1103,8,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
109734.00,2005,2010,7,572,12,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
176991.00,1993,2010,7,1288,12,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
247787.00,2007,2010,7,1366,13,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
58849.00,1992,2010,7,576,9,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
39823.00,1992,2010,7,355,3,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
75920.00,2005,2010,7,572,18,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
125663.00,1993,2010,7,914,16,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
57964.00,1992,2010,7,576,3,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
132743.00,1993,2010,7,914,24,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
170353.00,2008,2010,7,914,23,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
85398.00,1993,2010,7,644,17,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
44247.00,1992,2010,7,576,13,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
167699.00,2005,2010,7,914,8,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
130088.00,1993,2010,7,914,11,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
170796.00,2008,2010,7,914,5,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
132300.00,1993,2010,7,914,15,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
188495.00,2007,2010,7,868,5,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
168141.00,2006,2010,7,903,6,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
144247.00,1986,2010,7,914,7,terraced,central_heating,management_in_trust,713,7,1,1,0,6
178761.00,2006,2010,8,910,3,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
132743.00,2006,2010,8,636,6,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
172566.00,2006,2010,8,910,3,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
53982.00,1985,2010,8,587,7,corridor,individual_heating,self_management,80,1,1,2,1,4
55752.00,1986,2010,8,508,9,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
227876.00,2006,2010,8,1149,13,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
265486.00,2006,2010,8,1437,18,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
190265.00,2006,2010,8,914,8,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
169911.00,2008,2010,8,914,24,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
105309.00,2005,2010,8,572,19,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
194690.00,2007,2010,8,1103,17,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
126548.00,1993,2010,8,914,11,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
95575.00,1993,2010,8,644,12,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
126548.00,1993,2010,8,914,24,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
141592.00,1993,2010,8,1451,18,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
60000.00,1992,2010,8,576,12,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
107964.00,2005,2010,8,572,17,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
82300.00,1992,2010,8,644,18,mixed,individual_heating,self_management,142,3,1,1,1,14
61946.00,1992,2010,8,576,12,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
84070.00,1993,2010,8,644,21,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
59292.00,1992,2010,8,576,5,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
128938.00,1993,2010,8,914,5,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
145575.00,2005,2010,8,743,11,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
142035.00,2005,2010,8,743,21,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
36548.00,1992,2010,8,355,14,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
109734.00,2005,2010,8,572,18,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
65929.00,1992,2010,8,576,6,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
201769.00,2005,2010,8,1184,11,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
168141.00,2005,2010,8,914,21,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
75920.00,2005,2010,8,572,10,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
79646.00,1992,2010,8,914,1,mixed,individual_heating,self_management,142,3,1,1,1,14
92920.00,1993,2010,8,644,16,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
79646.00,1992,2010,8,644,4,mixed,individual_heating,self_management,142,3,1,1,1,14
143362.00,2005,2010,8,743,15,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
203539.00,2007,2010,8,1103,15,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
94690.00,1993,2010,8,644,9,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
113274.00,1993,2010,8,914,1,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
178761.00,2008,2010,8,829,18,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
178761.00,2008,2010,8,914,3,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
95575.00,1993,2010,8,644,18,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
161946.00,2005,2010,8,914,16,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
234513.00,2007,2010,8,1394,19,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
185840.00,1993,2010,8,1288,9,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
156637.00,1986,2010,8,1313,5,terraced,central_heating,management_in_trust,713,7,1,1,0,6
416814.00,2007,2010,8,1643,8,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
221238.00,1986,2010,8,2092,5,terraced,central_heating,management_in_trust,713,7,1,1,0,6
384955.00,2007,2010,8,1519,12,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
158584.00,2006,2010,8,857,8,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
362831.00,2007,2010,8,1387,37,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
223008.00,1986,2010,8,1796,1,terraced,central_heating,management_in_trust,713,7,1,1,0,6
212389.00,2007,2010,8,868,21,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
75221.00,1997,2010,9,644,8,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
154867.00,2006,2010,9,814,20,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
153982.00,2006,2010,9,814,3,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
53097.00,1986,2010,9,508,3,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
265486.00,2006,2010,9,1412,17,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
318584.00,2006,2010,9,1743,6,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
380530.00,2006,2010,9,2056,22,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
54867.00,1992,2010,9,640,9,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
80973.00,1992,2010,9,644,11,mixed,individual_heating,self_management,142,3,1,1,1,14
172566.00,2005,2010,9,914,15,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
143805.00,2005,2010,9,743,15,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
186725.00,2005,2010,9,1184,14,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
173008.00,1993,2010,9,1451,5,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
79646.00,1993,2010,9,644,2,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
146460.00,2005,2010,9,743,10,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
182300.00,2007,2010,9,914,26,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
130088.00,1993,2010,9,914,12,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
190265.00,1993,2010,9,2337,10,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
129203.00,1993,2010,9,914,12,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
172566.00,2008,2010,9,914,24,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
171681.00,2006,2010,9,903,15,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
353982.00,2007,2010,9,1643,26,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
162831.00,2009,2010,10,910,3,terraced,individual_heating,management_in_trust,25,1,1,0,0,5
157522.00,2009,2010,10,910,14,terraced,individual_heating,management_in_trust,25,1,1,0,0,5
173451.00,2009,2010,10,910,10,terraced,individual_heating,management_in_trust,25,1,1,0,0,5
159292.00,2009,2010,10,910,19,terraced,individual_heating,management_in_trust,25,1,1,0,0,5
170796.00,2006,2010,10,811,15,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
172123.00,2006,2010,10,811,18,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
216814.00,2006,2010,10,910,12,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
143805.00,2006,2010,10,636,18,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
162831.00,2006,2010,10,814,8,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
175221.00,2006,2010,10,811,14,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
97345.00,2006,2010,10,636,1,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
165486.00,2006,2010,10,814,17,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
179646.00,2006,2010,10,910,2,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
181415.00,2006,2010,10,910,15,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
180530.00,2006,2010,10,910,5,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
150442.00,2006,2010,10,814,2,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
383185.00,2007,2010,10,1483,11,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
370796.00,2007,2010,10,1483,17,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
462831.00,2007,2010,10,1690,21,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
382300.00,2007,2010,10,1483,25,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
371681.00,2007,2010,10,1483,7,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
448672.00,2007,2010,10,1690,16,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
360176.00,2007,2010,10,1483,9,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
382300.00,2007,2010,10,1483,21,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
435398.00,2007,2010,10,1690,8,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
371681.00,2007,2010,10,1483,8,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
94690.00,1986,2010,10,910,12,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
256637.00,2006,2010,10,1743,7,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
186725.00,2006,2010,10,914,4,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
92035.00,1993,2010,10,644,8,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
90265.00,1993,2010,10,644,21,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
214159.00,2008,2010,10,1167,4,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
49557.00,1992,2010,10,576,13,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
188053.00,1993,2010,10,2337,15,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
60176.00,1992,2010,10,576,2,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
130973.00,1993,2010,10,914,8,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
43185.00,1992,2010,10,355,13,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
110619.00,2005,2010,10,572,13,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
196460.00,2007,2010,10,1103,26,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
65486.00,1992,2010,10,640,11,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
169026.00,2005,2010,10,914,20,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
85840.00,1993,2010,10,644,15,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
85840.00,1993,2010,10,644,9,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
177876.00,2008,2010,10,914,3,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
178761.00,2008,2010,10,914,12,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
185840.00,1993,2010,10,2337,8,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
155584.00,2005,2010,10,914,2,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
209734.00,2007,2010,10,1103,8,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
221238.00,2008,2010,10,1167,17,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
161946.00,2008,2010,10,829,16,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
165929.00,2005,2010,10,914,23,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
141592.00,2005,2010,10,743,20,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
130973.00,1993,2010,10,914,10,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
91592.00,1993,2010,10,644,4,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
146017.00,2005,2010,10,743,16,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
243362.00,2007,2010,10,1366,21,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
166814.00,2005,2010,10,914,5,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
141592.00,2005,2010,10,743,13,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
176991.00,2008,2010,10,914,9,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
115044.00,1992,2010,10,914,9,mixed,individual_heating,self_management,142,3,1,1,1,14
100884.00,1993,2010,10,644,11,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
163716.00,2005,2010,10,914,9,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
210619.00,2007,2010,10,1103,14,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
82300.00,1992,2010,10,644,12,mixed,individual_heating,self_management,142,3,1,1,1,14
153539.00,2005,2010,10,914,3,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
103097.00,2005,2010,10,572,2,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
161946.00,2008,2010,10,829,4,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
83628.00,1993,2010,10,644,2,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
184070.00,2007,2010,10,868,3,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
148672.00,1986,2010,10,1313,4,terraced,central_heating,management_in_trust,713,7,1,1,0,6
262831.00,1986,2010,10,1796,8,terraced,central_heating,management_in_trust,713,7,1,1,0,6
126548.00,1986,2010,10,914,7,terraced,central_heating,management_in_trust,713,7,1,1,0,6
229203.00,2007,2010,10,868,15,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
185840.00,2006,2010,10,903,14,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
196460.00,2007,2010,10,868,8,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
238938.00,2007,2010,10,868,18,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
76548.00,1997,2010,11,644,4,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
75221.00,1997,2010,11,644,10,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
149557.00,2006,2010,11,636,9,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
191150.00,2006,2010,11,910,11,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
199115.00,2006,2010,11,910,19,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
183185.00,2006,2010,11,910,6,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
191150.00,2006,2010,11,910,9,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
408849.00,2007,2010,11,1690,3,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
368141.00,2007,2010,11,1334,27,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
383185.00,2007,2010,11,1483,12,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
383185.00,2007,2010,11,1483,14,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
422123.00,2007,2010,11,1690,5,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
383185.00,2007,2010,11,1483,13,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
348672.00,2007,2010,11,1483,4,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
370796.00,2007,2010,11,1483,16,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
422123.00,2007,2010,11,1690,5,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
57522.00,1986,2010,11,508,3,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
97345.00,1986,2010,11,793,16,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
65929.00,1986,2010,11,508,7,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
194690.00,2006,2010,11,914,25,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
238053.00,2006,2010,11,1412,4,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
258407.00,2006,2010,11,1437,5,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
176991.00,2008,2010,11,914,3,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
128318.00,1993,2010,11,914,5,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
130973.00,2005,2010,11,743,6,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
141592.00,2005,2010,11,743,11,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
200884.00,2005,2010,11,1184,11,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
179646.00,2008,2010,11,914,5,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
132743.00,1993,2010,11,914,6,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
82300.00,1993,2010,11,644,6,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
236283.00,2007,2010,11,1394,13,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
170796.00,2005,2010,11,914,23,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
238938.00,2007,2010,11,1394,18,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
168141.00,2005,2010,11,914,20,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
84070.00,1992,2010,11,644,6,mixed,individual_heating,self_management,142,3,1,1,1,14
95575.00,1993,2010,11,644,13,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
230088.00,2007,2010,11,1394,8,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
132300.00,1993,2010,11,914,24,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
38495.00,1992,2010,11,355,13,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
88495.00,1992,2010,11,644,14,mixed,individual_heating,self_management,142,3,1,1,1,14
277876.00,2007,2010,11,1366,3,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
94690.00,1993,2010,11,644,14,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
112566.00,2005,2010,11,572,8,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
37610.00,1992,2010,11,355,2,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
61946.00,1992,2010,11,576,2,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
172566.00,2005,2010,11,914,22,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
170796.00,2005,2010,11,914,15,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
212389.00,2008,2010,11,914,10,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
61681.00,1992,2010,11,576,11,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
113716.00,2005,2010,11,572,3,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
221238.00,2007,2010,11,1366,21,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
240707.00,2007,2010,11,868,19,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
242477.00,2007,2010,11,868,17,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
176991.00,1986,2010,11,1377,6,terraced,central_heating,management_in_trust,713,7,1,1,0,6
233628.00,2007,2010,11,868,21,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
221238.00,2007,2010,11,868,10,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
104424.00,1978,2010,11,871,6,corridor,individual_heating,self_management,87,2,2,1,1,11
346017.00,2007,2010,11,1387,24,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
163716.00,2006,2010,12,814,15,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
198849.00,2006,2010,12,910,11,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
64601.00,1985,2010,12,676,10,corridor,individual_heating,self_management,80,1,1,2,1,4
371681.00,2007,2010,12,1483,6,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
360176.00,2007,2010,12,1690,10,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
370796.00,2007,2010,12,1483,13,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
405309.00,2007,2010,12,1483,26,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
370796.00,2007,2010,12,1483,15,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
383185.00,2007,2010,12,1483,18,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
382300.00,2007,2010,12,1483,23,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
65929.00,1986,2010,12,508,7,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
199115.00,2006,2010,12,914,24,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
189823.00,2006,2010,12,914,10,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
314159.00,2006,2010,12,2056,15,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
83185.00,1992,2010,12,644,9,mixed,individual_heating,self_management,142,3,1,1,1,14
142477.00,2005,2010,12,743,15,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
92920.00,1993,2010,12,644,3,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
132743.00,1993,2010,12,914,16,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
63893.00,1992,2010,12,576,11,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
108407.00,1992,2010,12,914,3,mixed,individual_heating,self_management,142,3,1,1,1,14
175221.00,2005,2010,12,914,1,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
92920.00,1993,2010,12,644,19,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
63716.00,1992,2010,12,576,14,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
168141.00,2008,2010,12,829,4,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
243362.00,2007,2010,12,1366,4,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
146460.00,2005,2010,12,743,17,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
62389.00,1992,2010,12,576,13,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
181415.00,2008,2010,12,914,18,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
168141.00,1993,2010,12,1761,7,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
34513.00,1992,2010,12,355,2,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
41061.00,1992,2010,12,355,14,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
142035.00,2005,2010,12,743,12,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
97345.00,1993,2010,12,644,17,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
132743.00,1993,2010,12,914,5,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
245575.00,2007,2010,12,1394,26,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
221238.00,2008,2010,12,1167,15,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
167256.00,2005,2010,12,914,19,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
167699.00,2005,2010,12,914,6,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
176991.00,2008,2010,12,829,6,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
73840.00,2005,2010,12,572,19,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
228318.00,2007,2010,12,1103,21,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
135398.00,1993,2010,12,914,6,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
119469.00,1978,2010,12,903,5,corridor,individual_heating,self_management,87,2,2,1,1,11
159292.00,2006,2010,12,903,4,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
228318.00,2007,2010,12,868,19,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
207964.00,2007,2010,12,868,4,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
218584.00,2007,2010,12,868,11,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
206194.00,2007,2010,12,868,12,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
190265.00,2007,2010,12,868,5,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
215044.00,2007,2010,12,868,18,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
112389.00,1978,2010,12,903,12,corridor,individual_heating,self_management,87,2,2,1,1,11
230088.00,2007,2010,12,868,17,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
234513.00,2007,2010,12,868,22,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
75221.00,1997,2011,1,644,11,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
74778.00,1997,2011,1,644,12,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
76106.00,1997,2011,1,644,7,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
66814.00,1997,2011,1,558,8,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
